Ride ID,Request Time,Pickup Location,latitude,longitude,Dropoff Location,,,Ride Distance (in miles),Fare Amount (in $),Payment Method,Driver ID,Vehicle Type,Traffic Condition,Peak Hours,Day of Week,Public Holiday,User Rating
409,2/28/22 13:32,"-85.097624,-169.798009",-85.097624,-169.798009,"62.170672,102.570917",62.170672,102.570917,5772.76722253122,597.28,Cash,ES1136,Sedan,Low,Yes,Saturday,No,1
410,11/4/23 21:41,"-20.360642,20.054669",-20.360642,20.054669,"7.482419,-178.331727",7.482419,-178.331727,12059.9780200205,1226.00,Apple Pay,YP6066,Bus,Medium,No,Friday,Yes,1
411,6/10/24 6:00,"76.525552,103.018411",76.525552,103.018411,"6.931366,111.385408",6.931366,111.385408,1115.30192000291,131.53,Cash,CE8629,Bus,Medium,Yes,Sunday,No,4
412,1/17/24 23:08,"23.678076,-50.983596",23.678076,-50.983596,"-1.331394,-141.364856",-1.331394,-141.364856,9599.70253084395,979.97,Visa,BR1588,Sedan,Medium,No,Sunday,No,2
413,1/2/23 4:09,"-88.321818,23.191358",-88.321818,23.191358,"-52.004609,-24.227593",-52.004609,-24.227593,7718.50012069245,791.85,Debit Card,LK4197,Sedan,Medium,No,Sunday,Yes,2
414,3/27/24 17:43,"23.305863,152.63209",23.305863,152.63209,"-27.770795,-83.740218",-27.770795,-83.740218,7319.94254816133,751.99,Apple Pay,IN0995,SUV,Medium,Yes,Tuesday,Yes,4
415,8/16/23 1:05,"-47.481392,-12.694264",-47.481392,-12.694264,"-74.898799,175.825987",-74.898799,175.825987,6439.31340075715,663.93,PayPal,PE8122,SUV,Medium,No,Saturday,Yes,3
416,4/27/22 1:50,"-85.497447,-101.568522",-85.497447,-101.568522,"-40.151448,20.734287",-40.151448,20.734287,988.311283673065,118.83,Debit Card,CD6994,Bus,High,No,Wednesday,Yes,1
417,7/10/22 3:26,"53.162414,-35.058347",53.162414,-35.058347,"20.229838,-69.384851",20.229838,-69.384851,8095.22956198099,829.52,Visa,ML3125,Bus,Medium,No,Friday,No,1
418,8/19/23 2:21,"43.974367,138.22145",43.974367,138.22145,"87.217059,75.241259",87.217059,75.241259,6465.89542229663,666.59,PayPal,MN9227,Bus,Low,No,Thursday,Yes,4
419,6/17/24 22:45,"-0.355332,30.058384",-0.355332,30.058384,"62.989924,-54.444927",62.989924,-54.444927,7856.08506891101,805.61,Cash,VY0345,Motorcycle,Medium,No,Sunday,Yes,3
420,7/14/22 15:32,"26.993774,-66.996999",26.993774,-66.996999,"2.248838,15.048953",2.248838,15.048953,6528.88796417178,672.89,Debit Card,EG8166,Sedan,Medium,Yes,Wednesday,No,1
421,3/25/24 20:20,"-64.988123,2.675864",-64.988123,2.675864,"83.737531,-92.799957",83.737531,-92.799957,8128.49247083156,832.85,PayPal,VT0731,SUV,Low,Yes,Tuesday,Yes,3
422,12/18/22 0:37,"-67.93116,59.867786",-67.93116,59.867786,"-80.270285,180.664348",-80.270285,180.664348,10103.7487796006,1030.37,Visa,NU1681,Sedan,Medium,No,Friday,No,1
423,9/11/24 8:14,"-59.30261,-130.702867",-59.30261,-130.702867,"-16.715327,-27.499388",-16.715327,-27.499388,4908.99956805897,510.90,Visa,LL8043,Motorcycle,Low,No,Sunday,Yes,1
424,11/30/22 13:04,"-40.812603,8.371884",-40.812603,8.371884,"46.84295,170.91386",46.84295,170.91386,8358.99062657553,855.90,Cash,LR5512,Bus,High,Yes,Friday,No,4
425,12/14/23 12:00,"-73.442862,-43.661825",-73.442862,-43.661825,"3.933044,44.416382",3.933044,44.416382,2422.3952153286,262.24,Debit Card,FE1225,Motorcycle,Medium,Yes,Monday,Yes,1
426,6/3/22 7:44,"34.971334,-33.59902",34.971334,-33.59902,"-6.695689,42.971036",-6.695689,42.971036,5724.2773160003,592.43,Apple Pay,CJ5770,SUV,High,Yes,Thursday,Yes,1
427,2/18/22 13:29,"23.982775,51.270765",23.982775,51.270765,"35.804942,83.859448",35.804942,83.859448,3153.55535452933,335.36,Visa,VF9845,Motorcycle,Medium,No,Saturday,No,1
428,8/6/23 9:24,"-4.942754,155.82079",-4.942754,155.82079,"66.56289,120.622572",66.56289,120.622572,8613.91228028591,881.39,Cash,KO7648,Motorcycle,Medium,Yes,Friday,No,3
429,5/20/23 16:41,"-21.742934,-94.958455",-21.742934,-94.958455,"54.899142,50.093138",54.899142,50.093138,5057.8483978245,525.78,Visa,OZ7742,Sedan,High,No,Sunday,Yes,4
430,10/27/23 2:13,"35.352009,-31.858183",35.352009,-31.858183,"40.81684,4.241102",40.81684,4.241102,5214.62275297468,541.46,Debit Card,WQ5579,Sedan,Low,Yes,Monday,No,3
431,6/28/22 19:02,"10.938266,-111.532916",10.938266,-111.532916,"72.623681,54.601834",72.623681,54.601834,8380.03652089324,858.00,Cash,PE0987,Motorcycle,Medium,Yes,Thursday,Yes,1
432,10/26/23 22:59,"87.192015,122.56848",87.192015,122.56848,"-12.43566,46.845848",-12.43566,46.845848,2354.77573747085,255.48,Debit Card,KW6604,Motorcycle,Medium,Yes,Tuesday,Yes,5
433,10/19/24 20:36,"26.419332,-14.942165",26.419332,-14.942165,"-52.150281,-41.414064",-52.150281,-41.414064,2947.5806999715,314.76,PayPal,EG4850,SUV,Low,Yes,Tuesday,No,1
434,5/31/22 16:58,"77.582711,30.767744",77.582711,30.767744,"-8.524728,-142.814331",-8.524728,-142.814331,4715.83771798082,491.58,Cash,FC3542,Sedan,Low,No,Wednesday,Yes,4
435,7/10/24 21:41,"-77.333614,-35.356196",-77.333614,-35.356196,"22.044251,166.396527",22.044251,166.396527,4506.03280597068,470.60,Cash,QT1136,Bus,High,No,Thursday,Yes,2
436,8/4/24 12:00,"70.931639,151.779623",70.931639,151.779623,"12.717536,56.722934",12.717536,56.722934,5259.80649986841,545.98,Visa,UW4762,Motorcycle,High,No,Sunday,Yes,5
437,5/6/24 9:44,"66.940011,164.063476",66.940011,164.063476,"83.949261,135.55537",83.949261,135.55537,6144.68688403911,634.47,Cash,OU7180,Motorcycle,Low,No,Friday,No,3
438,3/3/22 23:18,"-78.715418,177.280139",-78.715418,177.280139,"-14.125313,-36.235311",-14.125313,-36.235311,7127.91304598829,732.79,Visa,MZ2249,Motorcycle,Medium,Yes,Wednesday,Yes,1
439,12/27/22 19:07,"9.151335,44.45381",9.151335,44.45381,"32.924715,-146.554434",32.924715,-146.554434,8733.43603445159,893.34,PayPal,SN4712,Sedan,Medium,No,Sunday,Yes,4
440,4/25/24 2:24,"21.157756,-50.801343",21.157756,-50.801343,"47.567347,-130.878569",47.567347,-130.878569,10387.5303416355,1058.75,Cash,LO8529,SUV,High,No,Thursday,Yes,4
441,10/23/24 22:42,"-49.869068,82.517711",-49.869068,82.517711,"60.679497,28.47656",60.679497,28.47656,9217.3779413808,941.74,PayPal,TX3077,Sedan,Low,Yes,Sunday,Yes,2
442,11/11/22 19:10,"-49.724578,40.270233",-49.724578,40.270233,"-45.052578,25.18539",-45.052578,25.18539,7535.06575475199,773.51,Visa,IW2376,Motorcycle,High,No,Tuesday,No,2
443,5/30/22 21:19,"35.993842,0.97359",35.993842,0.97359,"69.962197,-124.180364",69.962197,-124.180364,9725.89669284532,992.59,PayPal,SR0911,SUV,Low,Yes,Monday,Yes,1
444,8/16/24 1:39,"-17.729744,3.807528",-17.729744,3.807528,"-7.214032,-62.634173",-7.214032,-62.634173,4057.58938582958,425.76,PayPal,PY3421,Bus,Low,No,Friday,Yes,2
445,7/3/22 17:04,"71.297479,81.002116",71.297479,81.002116,"1.386959,130.733745",1.386959,130.733745,1751.29778832484,195.13,Visa,ML4323,Motorcycle,Low,Yes,Friday,Yes,1
446,7/24/23 9:08,"-38.196385,72.625875",-38.196385,72.625875,"51.167579,-155.552855",51.167579,-155.552855,9888.37299477128,1008.84,Visa,YZ1935,Bus,Low,No,Friday,No,4
447,7/18/23 6:21,"-7.518019,-122.96901",-7.518019,-122.96901,"-42.844429,129.719603",-42.844429,129.719603,3444.78505058491,364.48,PayPal,UY1111,Sedan,Low,Yes,Thursday,No,3
448,7/21/22 15:11,"41.058336,140.685202",41.058336,140.685202,"-40.988609,-127.445897",-40.988609,-127.445897,4675.13326392111,487.51,PayPal,SU4706,Motorcycle,Medium,No,Friday,Yes,4
449,3/30/24 21:28,"-39.587619,-115.964395",-39.587619,-115.964395,"1.107652,87.559895",1.107652,87.559895,3903.4380534657,410.34,Cash,BG4019,Motorcycle,High,No,Sunday,No,4
450,3/11/24 18:48,"30.826971,-36.743004",30.826971,-36.743004,"-11.884254,121.105218",-11.884254,121.105218,9734.05248198654,993.41,Visa,WD5894,Sedan,High,No,Tuesday,No,3
451,4/16/24 22:28,"-89.004694,87.175437",-89.004694,87.175437,"3.462345,-120.599666",3.462345,-120.599666,12270.8829022304,1247.09,Apple Pay,MZ7296,SUV,High,No,Sunday,Yes,4
452,1/7/22 5:47,"-44.150602,-142.616055",-44.150602,-142.616055,"-78.54955,-19.486145",-78.54955,-19.486145,5703.38578618793,590.34,PayPal,VU2788,Sedan,Medium,Yes,Friday,No,3
453,8/4/22 11:14,"54.679715,-5.672931",54.679715,-5.672931,"82.483101,44.081975",82.483101,44.081975,4717.3956897499,491.74,Apple Pay,DO6451,Sedan,High,No,Wednesday,No,3
454,1/9/23 4:23,"12.337894,-51.372311",12.337894,-51.372311,"-28.73653,-44.994256",-28.73653,-44.994256,4509.20343484801,470.92,Apple Pay,QD7655,Bus,High,No,Thursday,No,4
455,8/3/24 22:01,"55.853688,177.986768",55.853688,177.986768,"-12.876648,168.736208",-12.876648,168.736208,3721.33513652174,392.13,Debit Card,OT0907,Sedan,High,Yes,Sunday,No,3
456,10/22/22 10:33,"-31.912757,119.539114",-31.912757,119.539114,"58.997853,52.930705",58.997853,52.930705,10445.6258705907,1064.56,Cash,NJ8175,SUV,Low,Yes,Monday,Yes,5
457,10/7/23 5:49,"-66.921891,39.627904",-66.921891,39.627904,"-13.478628,-121.032008",-13.478628,-121.032008,9167.37045546179,936.74,Visa,XL2721,Motorcycle,Medium,No,Monday,Yes,3
458,1/5/24 21:19,"-31.224503,-97.840103",-31.224503,-97.840103,"-14.664943,-112.068403",-14.664943,-112.068403,4013.91823854347,421.39,Apple Pay,IL1866,Sedan,High,No,Saturday,Yes,4
459,11/18/23 7:24,"-80.572966,118.717619",-80.572966,118.717619,"-1.889161,-124.54372",-1.889161,-124.54372,10043.6774239922,1024.37,Cash,XZ9578,Sedan,High,No,Monday,No,3
460,9/14/23 14:28,"58.61653,79.990182",58.61653,79.990182,"5.012642,-5.017558",5.012642,-5.017558,1491.82410804129,169.18,Apple Pay,OP2577,Bus,Low,No,Friday,Yes,4
461,3/30/23 12:47,"-7.617374,-61.235125",-7.617374,-61.235125,"75.965888,60.788988",75.965888,60.788988,3786.05597683518,398.61,Visa,EW6797,Motorcycle,Medium,Yes,Thursday,No,5
462,9/15/23 0:11,"4.805399,138.511932",4.805399,138.511932,"35.772196,58.078162",35.772196,58.078162,8943.15854241106,914.32,PayPal,MK1011,Motorcycle,Low,No,Saturday,No,3
463,10/15/23 5:54,"-18.338406,-136.251075",-18.338406,-136.251075,"-4.13579,164.115182",-4.13579,164.115182,1884.00330353511,208.40,PayPal,CS9326,Bus,Medium,No,Monday,No,1
464,12/1/24 16:14,"15.2493,31.505639",15.2493,31.505639,"12.1634,116.468219",12.1634,116.468219,6479.43972338237,667.94,Apple Pay,LG7974,SUV,Low,No,Tuesday,No,5
465,3/29/24 0:13,"43.630871,26.891504",43.630871,26.891504,"22.706174,10.300403",22.706174,10.300403,1348.4629700005,154.85,Cash,MG4287,SUV,Low,No,Saturday,Yes,3
466,2/20/22 15:59,"-15.081694,149.762681",-15.081694,149.762681,"6.77493,105.347424",6.77493,105.347424,6245.25065201046,644.53,Debit Card,OM7052,Sedan,Medium,No,Sunday,Yes,3
467,9/8/22 17:25,"-36.604572,-49.654296",-36.604572,-49.654296,"-18.131841,-19.374737",-18.131841,-19.374737,903.84583224075,110.38,Debit Card,YO1016,SUV,Low,Yes,Saturday,No,4
468,3/4/23 14:09,"63.036674,60.290184",63.036674,60.290184,"-54.807764,-131.053104",-54.807764,-131.053104,2359.73675672213,255.97,Debit Card,ZS9946,Bus,Low,No,Sunday,No,2
469,6/3/22 5:29,"-79.439951,-117.000414",-79.439951,-117.000414,"22.57206,19.138444",22.57206,19.138444,2594.36712700154,279.44,Cash,QD5903,Sedan,High,No,Friday,Yes,1
470,9/7/24 18:42,"69.904163,-104.755774",69.904163,-104.755774,"20.29558,89.934489",20.29558,89.934489,11042.9757536761,1124.30,Cash,VO1602,Motorcycle,Low,Yes,Tuesday,Yes,4
471,9/4/22 18:51,"-89.876576,-43.381977",-89.876576,-43.381977,"-58.458456,150.515354",-58.458456,150.515354,3228.65575154644,342.87,PayPal,JR2805,Sedan,Medium,No,Monday,No,2
472,3/15/24 6:56,"63.237609,-113.96632",63.237609,-113.96632,"-82.455672,27.008282",-82.455672,27.008282,9606.03786902903,980.60,Apple Pay,YY9034,Sedan,High,No,Thursday,No,2
473,1/19/24 19:16,"67.026216,179.095821",67.026216,179.095821,"-0.793227,139.309849",-0.793227,139.309849,4954.52840545274,515.45,Apple Pay,TB3471,SUV,Low,No,Wednesday,No,1
474,7/20/23 8:06,"13.340607,-28.81816",13.340607,-28.81816,"-39.079041,158.681044",-39.079041,158.681044,10874.8885715801,1107.49,Debit Card,IN2570,Motorcycle,High,No,Wednesday,Yes,2
475,11/24/22 16:41,"-57.598343,91.21313",-57.598343,91.21313,"-53.21029,-165.216283",-53.21029,-165.216283,10166.0949699174,1036.61,PayPal,WJ1397,Motorcycle,High,No,Saturday,No,4
476,12/29/22 9:41,"25.696561,-96.730832",25.696561,-96.730832,"51.909717,-176.5714",51.909717,-176.5714,7679.33775364708,787.93,Debit Card,YN9959,SUV,Low,No,Saturday,No,3
477,2/3/24 9:39,"23.686455,-176.014835",23.686455,-176.014835,"81.638846,-130.555086",81.638846,-130.555086,2890.11926110615,309.01,Debit Card,TN2909,Motorcycle,Low,No,Wednesday,No,5
478,9/25/22 8:19,"-49.614814,-179.32502",-49.614814,-179.32502,"25.994406,-143.63491",25.994406,-143.63491,3436.86159135907,363.69,Visa,SA6762,SUV,Low,Yes,Friday,Yes,5
479,11/23/23 0:27,"90.623113,130.827867",90.623113,130.827867,"-18.165268,172.199793",-18.165268,172.199793,2863.46864676185,306.35,Cash,FA0070,SUV,Medium,No,Tuesday,No,4
480,5/9/23 21:57,"-81.064861,100.163464",-81.064861,100.163464,"-82.516985,-97.567586",-82.516985,-97.567586,12246.0418258933,1244.60,Visa,VO0533,Motorcycle,Medium,Yes,Monday,No,1
481,10/14/22 10:29,"-35.541668,-122.217149",-35.541668,-122.217149,"-58.124325,-3.277485",-58.124325,-3.277485,5250.99015477502,545.10,Cash,ZJ3721,Bus,Medium,Yes,Wednesday,No,1
482,4/22/24 8:39,"12.264179,107.778447",12.264179,107.778447,"3.436406,36.387285",3.436406,36.387285,6409.2728427658,660.93,PayPal,HW1939,SUV,Low,Yes,Wednesday,Yes,4
483,8/3/22 23:43,"90.415342,85.274275",90.415342,85.274275,"-49.590461,-150.852521",-49.590461,-150.852521,322.160445123448,52.22,Debit Card,YB8092,Motorcycle,Medium,Yes,Friday,No,5
484,5/20/22 18:09,"-37.808145,-37.427872",-37.808145,-37.427872,"6.705203,21.957226",6.705203,21.957226,834.261973416075,103.43,Visa,WC5084,Bus,Low,Yes,Monday,Yes,2
485,3/25/22 12:37,"-41.884015,143.590644",-41.884015,143.590644,"61.947064,154.359896",61.947064,154.359896,7723.73042089051,792.37,Cash,ZC2148,Sedan,High,Yes,Tuesday,No,4
486,7/13/22 1:35,"38.614589,117.204188",38.614589,117.204188,"-71.527486,-127.18964",-71.527486,-127.18964,4788.13152350282,498.81,Cash,XM7214,Sedan,Low,No,Sunday,No,3
487,1/30/23 15:44,"16.94244,33.793251",16.94244,33.793251,"-88.116129,162.793392",-88.116129,162.793392,6607.09021809688,680.71,Cash,JW2186,Bus,Low,Yes,Tuesday,No,5
488,6/19/22 1:35,"78.184885,-18.837376",78.184885,-18.837376,"41.462385,42.88378",41.462385,42.88378,6704.24179105902,690.42,Cash,KD0758,SUV,High,Yes,Thursday,Yes,5
489,5/22/23 1:21,"-71.961685,78.563646",-71.961685,78.563646,"-34.5294,-22.566045",-34.5294,-22.566045,10411.6925152329,1061.17,PayPal,IK7646,SUV,Medium,No,Sunday,Yes,3
490,11/23/23 1:40,"-73.099529,-7.206555",-73.099529,-7.206555,"-62.715315,-77.413659",-62.715315,-77.413659,4593.88841538838,479.39,PayPal,EA0256,Motorcycle,High,Yes,Sunday,No,4
491,9/16/22 19:12,"-36.176198,119.78008",-36.176198,119.78008,"-38.899496,42.615042",-38.899496,42.615042,8627.05978304253,882.71,Visa,UB0455,Sedan,High,Yes,Friday,No,4
492,7/1/22 5:40,"6.531596,-85.946699",6.531596,-85.946699,"-78.984691,-159.199422",-78.984691,-159.199422,6621.43891265613,682.14,Visa,ZJ8281,SUV,Low,Yes,Monday,Yes,3
493,1/19/22 8:04,"-55.074695,132.985105",-55.074695,132.985105,"9.773069,-136.284425",9.773069,-136.284425,7325.65490811828,752.57,Cash,QY2666,Bus,High,Yes,Wednesday,Yes,2
494,9/4/24 1:30,"-68.43366,-42.235221",-68.43366,-42.235221,"35.294193,-100.776652",35.294193,-100.776652,4462.91433517357,466.29,Cash,PD4433,Sedan,High,No,Wednesday,Yes,3
495,12/8/24 2:58,"-67.216946,37.418504",-67.216946,37.418504,"44.825077,-92.047341",44.825077,-92.047341,9790.56153662513,999.06,PayPal,NF6217,Bus,Low,No,Monday,Yes,5
496,4/30/23 19:12,"43.619597,-129.541596",43.619597,-129.541596,"39.521474,156.326912",39.521474,156.326912,7525.73337174584,772.57,Debit Card,UO2897,Sedan,High,No,Sunday,No,5
497,4/30/23 19:03,"53.536357,-90.391401",53.536357,-90.391401,"-88.818287,161.298926",-88.818287,161.298926,9908.70762941362,1010.87,PayPal,OQ8798,SUV,Medium,Yes,Monday,No,2
498,1/12/22 6:50,"-20.650707,155.090878",-20.650707,155.090878,"-41.420723,154.313845",-41.420723,154.313845,3320.77782844582,352.08,PayPal,MD1375,Sedan,High,No,Wednesday,No,2
499,3/1/22 19:33,"-17.117911,-79.138324",-17.117911,-79.138324,"18.60732,0.769984",18.60732,0.769984,4324.170027747,452.42,Cash,PP9476,SUV,High,No,Wednesday,Yes,1
500,2/27/23 21:24,"74.053312,-143.730045",74.053312,-143.730045,"-20.30625,17.60511",-20.30625,17.60511,9538.08041375512,973.81,Cash,UM3898,Motorcycle,Low,No,Thursday,No,1
501,12/13/23 17:21,"21.623916,120.425061",21.623916,120.425061,"-32.826268,178.059085",-32.826268,178.059085,3026.36353431285,322.64,Visa,SF9664,Sedan,Low,No,Friday,Yes,1
502,4/9/24 4:56,"-66.259631,24.085993",-66.259631,24.085993,"-67.733339,-88.955196",-67.733339,-88.955196,6341.35990843807,654.14,Apple Pay,BD2004,Bus,Low,No,Friday,No,4
503,10/3/23 15:50,"56.088461,-20.548139",56.088461,-20.548139,"-50.523674,42.615252",-50.523674,42.615252,7507.91178244052,770.79,Cash,PV7042,Bus,Low,Yes,Thursday,No,3
504,4/12/22 5:47,"66.842061,168.806309",66.842061,168.806309,"-50.161246,156.528948",-50.161246,156.528948,4039.11780494602,423.91,Cash,AQ1497,Bus,Low,No,Sunday,No,4
505,7/29/23 22:50,"-76.76352,59.441562",-76.76352,59.441562,"53.601971,72.850124",53.601971,72.850124,9448.85296230032,964.89,Apple Pay,YN6910,Bus,High,No,Tuesday,No,4
506,5/31/22 6:06,"28.660535,130.361525",28.660535,130.361525,"-10.058133,179.944738",-10.058133,179.944738,1542.22663533413,174.22,Cash,AM9319,Motorcycle,Medium,Yes,Friday,No,1
507,4/21/23 0:41,"-78.229748,66.337487",-78.229748,66.337487,"-20.257244,-177.154898",-20.257244,-177.154898,11498.0112750398,1169.80,Debit Card,TH1427,Motorcycle,Medium,No,Friday,Yes,3
508,11/19/23 23:23,"-0.580707,50.121722",-0.580707,50.121722,"0.630136,-129.684905",0.630136,-129.684905,7946.05386859321,814.61,Debit Card,UQ9477,Sedan,Medium,No,Wednesday,Yes,1
509,5/19/23 10:42,"5.575284,7.918351",5.575284,7.918351,"-2.623426,-157.095456",-2.623426,-157.095456,10446.3424057298,1064.63,Debit Card,FJ7379,SUV,Medium,Yes,Tuesday,Yes,3
510,11/11/23 6:32,"-74.891,104.721036",-74.891,104.721036,"-34.930353,-44.389883",-34.930353,-44.389883,12267.3973514562,1246.74,Apple Pay,VG1585,SUV,Medium,Yes,Wednesday,Yes,1
511,7/18/24 10:17,"-84.236514,113.250907",-84.236514,113.250907,"-42.807436,120.525954",-42.807436,120.525954,10446.376766181,1064.64,Cash,YD1785,Sedan,High,No,Monday,No,2
512,11/2/23 16:17,"84.741404,169.289774",84.741404,169.289774,"53.158319,2.993881",53.158319,2.993881,5713.14267188909,591.31,Cash,WU8428,SUV,Medium,Yes,Monday,Yes,5
513,10/16/22 22:44,"44.780887,179.569367",44.780887,179.569367,"57.037065,23.46661",57.037065,23.46661,8698.07396314326,889.81,Apple Pay,UW5545,SUV,Medium,No,Friday,No,3
514,3/27/23 0:23,"-12.245428,75.562994",-12.245428,75.562994,"-74.291775,134.724055",-74.291775,134.724055,7928.09640808345,812.81,Cash,EH7907,Motorcycle,Low,Yes,Sunday,Yes,3
515,3/3/22 8:44,"-50.717672,-53.03336",-50.717672,-53.03336,"80.265478,55.978795",80.265478,55.978795,1043.14813577674,124.31,Debit Card,IB1301,Sedan,High,Yes,Wednesday,Yes,1
516,1/6/23 15:58,"-4.798259,-162.178438",-4.798259,-162.178438,"78.741836,-102.082001",78.741836,-102.082001,901.600036276,110.16,Cash,VU2630,SUV,Medium,Yes,Tuesday,Yes,1
517,4/27/23 6:37,"-4.052187,56.539135",-4.052187,56.539135,"36.822763,-85.456667",36.822763,-85.456667,7645.7145996144,784.57,Cash,EX5173,SUV,High,Yes,Saturday,Yes,4
518,7/30/22 9:37,"-7.684138,138.900407",-7.684138,138.900407,"-37.445879,161.673369",-37.445879,161.673369,3582.77846631526,378.28,PayPal,LK7951,Sedan,Low,No,Sunday,No,3
519,7/31/23 17:55,"-58.330203,8.355865",-58.330203,8.355865,"-48.823142,-12.978257",-48.823142,-12.978257,5023.34082283407,522.33,PayPal,GX6213,Motorcycle,High,No,Tuesday,No,2
520,9/15/22 0:45,"-84.452435,-171.367686",-84.452435,-171.367686,"-73.559205,59.088284",-73.559205,59.088284,5364.37751631846,556.44,Debit Card,GA8319,Motorcycle,High,Yes,Thursday,Yes,2
521,11/17/22 19:49,"-29.621966,170.106437",-29.621966,170.106437,"-11.414043,-146.926706",-11.414043,-146.926706,4025.84237899944,422.58,Visa,KZ0721,SUV,Medium,No,Tuesday,Yes,4
522,10/3/23 16:23,"28.962861,176.25879",28.962861,176.25879,"63.888243,-100.611262",63.888243,-100.611262,2017.73981836451,221.77,Visa,LN7244,SUV,High,Yes,Monday,No,5
523,8/8/24 20:57,"-84.125557,2.013091",-84.125557,2.013091,"-88.487553,114.309958",-88.487553,114.309958,6731.87292824333,693.19,PayPal,SF7433,Motorcycle,High,No,Friday,No,4
524,9/10/22 12:53,"28.767511,166.419574",28.767511,166.419574,"-55.238897,-6.552447",-55.238897,-6.552447,8064.56204640672,826.46,Apple Pay,LW9006,SUV,Low,Yes,Wednesday,No,1
525,3/18/23 22:41,"-76.971208,88.548711",-76.971208,88.548711,"12.253114,-56.352061",12.253114,-56.352061,11496.1643978217,1169.62,Visa,OW1498,Bus,Low,No,Saturday,No,1
526,3/10/23 7:41,"-47.180604,86.807703",-47.180604,86.807703,"66.815324,-5.244838",66.815324,-5.244838,9405.0492487485,960.50,Visa,LP1118,Sedan,Medium,No,Friday,Yes,3
527,2/14/23 20:54,"-69.996964,-157.230602",-69.996964,-157.230602,"14.702416,-34.538397",14.702416,-34.538397,5591.63493683665,579.16,Debit Card,ZH1416,Bus,High,No,Saturday,Yes,1
528,9/7/22 7:23,"-35.278439,-119.873",-35.278439,-119.873,"56.82986,128.211206",56.82986,128.211206,4714.04528035864,491.40,Debit Card,ZV9663,Sedan,Medium,Yes,Thursday,Yes,1
529,10/17/23 22:50,"34.264038,-167.070606",34.264038,-167.070606,"-80.226178,-98.892384",-80.226178,-98.892384,10555.3862501917,1075.54,Debit Card,XH8005,SUV,Low,No,Thursday,No,3
530,4/14/24 21:12,"33.37402,-74.525264",33.37402,-74.525264,"-75.785277,-10.099447",-75.785277,-10.099447,8015.52651043785,821.55,Cash,DO5642,SUV,Low,Yes,Friday,Yes,5
531,8/18/22 6:05,"82.44923,169.364579",82.44923,169.364579,"80.005903,134.779297",80.005903,134.779297,5788.52346236091,598.85,Visa,CQ1000,Bus,Low,Yes,Thursday,No,4
532,11/29/24 3:22,"49.463227,-121.193018",49.463227,-121.193018,"12.914443,119.732178",12.914443,119.732178,8537.28339406344,873.73,Visa,MB1100,SUV,Medium,Yes,Friday,Yes,2
533,5/5/22 22:03,"87.435077,-35.316816",87.435077,-35.316816,"61.319571,-126.92854",61.319571,-126.92854,8834.42509273216,903.44,Apple Pay,AZ7735,Bus,Low,Yes,Sunday,Yes,1
534,9/9/23 1:12,"58.719227,129.366821",58.719227,129.366821,"-36.297889,148.943178",-36.297889,148.943178,596.230934939306,79.62,Cash,TO8014,Motorcycle,Low,No,Saturday,Yes,2
535,8/2/22 15:59,"-79.562004,-54.934411",-79.562004,-54.934411,"-46.715984,-130.28861",-46.715984,-130.28861,2435.9626213746,263.60,Visa,CK1609,Motorcycle,High,Yes,Friday,No,5
536,6/14/23 2:27,"67.370514,-167.106248",67.370514,-167.106248,"5.520936,-4.024747",5.520936,-4.024747,8648.14760411074,884.81,Visa,HZ4855,Bus,High,Yes,Tuesday,No,1
537,6/25/22 14:11,"-73.894508,145.25167",-73.894508,145.25167,"34.44948,-175.369812",34.44948,-175.369812,7633.75949427549,783.38,PayPal,KX8772,Motorcycle,Medium,No,Wednesday,No,2
538,4/13/24 3:34,"-40.836426,-5.852805",-40.836426,-5.852805,"-8.372324,-2.279065",-8.372324,-2.279065,2446.49104273648,264.65,Apple Pay,II7456,Bus,Low,No,Saturday,Yes,3
539,4/10/22 2:00,"22.739731,-122.362741",22.739731,-122.362741,"36.737806,142.977172",36.737806,142.977172,6969.34635800124,716.93,Cash,BD7952,Sedan,High,No,Thursday,No,3
540,6/2/24 10:01,"19.760292,92.463224",19.760292,92.463224,"-81.387013,-23.622604",-81.387013,-23.622604,4945.09356512585,514.51,Debit Card,OE2110,Bus,Low,No,Thursday,No,3
541,4/15/22 18:19,"-67.92721,-17.375847",-67.92721,-17.375847,"4.093157,140.801715",4.093157,140.801715,6156.59069058056,635.66,Cash,CQ8099,Motorcycle,Medium,No,Friday,Yes,4
542,3/15/24 3:11,"-56.110102,-77.074397",-56.110102,-77.074397,"52.249324,-132.0604",52.249324,-132.0604,3232.92273274325,343.29,Apple Pay,XY4749,SUV,High,No,Thursday,Yes,1
543,12/19/24 12:41,"52.732863,-147.591029",52.732863,-147.591029,"-73.102902,-173.522088",-73.102902,-173.522088,7567.31006107708,776.73,Cash,ZZ3746,Motorcycle,Low,Yes,Wednesday,Yes,3
544,8/5/23 10:44,"74.760619,77.41046",74.760619,77.41046,"26.112822,-3.664207",26.112822,-3.664207,520.616086325017,72.06,Visa,JU6704,Sedan,Medium,No,Saturday,No,2
545,7/16/23 11:14,"18.291869,-8.475226",18.291869,-8.475226,"32.425481,107.27638",32.425481,107.27638,5424.99974332926,562.50,Cash,MC7014,Bus,High,No,Saturday,No,1
